TAB,label
"Changes in soil properties in the soil profile after mining and reclamation in an opencast coal mine on the Loess Plateau, China Surface mining involves drastic disturbances to regional ecosystem and soil properties. Recovery of soil physicochemical characteristics is essential for successful restoration of the landscape and the soil itself after mining. To identify the changes in the soil profile after mining and reclamation, we studied the soils of the largest opencast coal mine in China, Pingshuo, located in the Loess Plateau. Soil samples representing three different land use types and six different reclamation times were collected in the soil profiles (0-100 cm) in 2012 and were analyzed for field capacity, bulk density, pH, soil organic matter (SOM), N, P, K, available P, and available K.Results showed that most reclaimed mine soil properties (including bulk density, pH, P, K, available P and available K) increased in comparison with those of the natural soils, whereas SOM and N decreased after mining and reclamation, especially in the topsoil (0-40 cm). Trend lines of P and available K in the reclaimed mine soils and natural soils were similar tested by Anova. Trend lines of P in the natural soils, and pH, P and K in the reclaimed mine soils were relatively stable and showed no difference in the soil profile (P< 0.05). Soil properties and their trend lines in forest land were more similar to natural soils than were cultivated land and grass land in deeper (60-100 cm) soil layers. Reclamation time (time that has passed after reclamation was finished) was positively associated with SOM, N, P, and available P in cultivated land; pH decreased with the increase of reclamation time in forest land but N showed the opposite trend; pH and P were positively correlated with reclamation time but K and available K showed negative relationships with reclamation time in grassland. Bulk density vs. field capacity and available K vs. pH showed significant correlations in the soil profile (0-100 cm) (P< 0.05). Significant correlations were also observed for available K vs. bulk density in the topsoil layer (0-30 cm) and bottom layer (below 60cm) (P < 0.05). P and pH showed positively significant correlation in the subsoil layer (30-60cm) and bottom layer (below 60cm) (P < 0.05). Most of heavy metals (As, Cd, Cr, Cu, Pb and Hg) of cultivated land exceeded their corresponding background values in Shanxi province, where our sites were located. However, compared with Chinese soil guidelines (Grade II values) (GB15618-1995), heavy metals were all below the threshold values. (C) 2016 Published by Elsevier B.V.",1
"Soil Organic Carbon Stocks and Soil Respiration in Tropical Secondary Forests in Southern Mexico The soil CO2 efflux is recognized as one of the largest fluxes in the global carbon cycle, and small changes in the magnitude of soil respiration could have a large consequence on the concentration of CO2 in the atmosphere. In this study, we analyzed the soil organic carbon (SOC) stocks and CO2 efflux from soil respiration in a tropical secondary forest succession grown after abandonment of swidden agriculture in Southern Mexico. The study was conducted in a chronosequence of semi-evergreen tropical secondary and primary forests in the southern part of Yucatan Peninsula, Mexico. We collected soil samples (up to 30 cm depth) from 32 carbon monitoring plots and analyzed these for physical and chemical soil properties. Soil respiration measurements were carried out by using PP systems EGM-4 (an infrared gas analyzer). Analysis of variance (ANOVA), correlation, and regression was performed to test differences between forest age groups as the independent variable and soil respiration, organic as well as inorganic carbon in soil. Contrary to the hypothesis, SOC in the mineral soil horizon did not increase with forest age. Soil CO2 efflux did not correlate to soil organic carbon, it rather correlated to carbonate concentration in the soil. Higher CO2 efflux in carbonate rich soils can be explained probably by the faster decomposition but the slower ultimate mixing of organic matter in mineral soils of carbonate origin. However, it needs further investigation in separating soil CO2 efflux into autotrophic, heterotrophic, and abiotic fluxes to better understand the role of carbonate soils in atmospheric CO2 exchange.",1
"Plant communities and ecosystem processes in a succession-altitude matrix after shifting cultivation in the tropical montane forest zone of northern Borneo Plant communities and ecosystem processes in seres at multiple altitudes in the tropicalmontane forest zone of northern Borneo were studied to understand the patterns and mechanisms of the secondary succession after shifting cultivation. A total of 25 stands (and additional three stands) were sampled with stand ages ranging from 2 to 55 y after slash and burn at altitudes between 900 and 1400 m asl. Plant species composition, above-ground biomass (AGB), chemical properties of soils, litter and foliar samples were investigated in each stand. A TWINSPAN analysis classified five plant communities primarily as a sere but with two altitudinal communities in the later successional phase. AGB accumulated steadily at the rate of 2.42 Mg ha(-1) y(-1) during the succession for the first 55 y due to the ontogenetic development of plants as well as plant community shifts. At the onset of secondary succession, pool of soil NO3-N and soil total P was high probably because burning caused flushes of minerals originating from the burnt plant materials. Pool of soil NO3-N and soil total P decreased with increasing stand age during the succession. Leaf-litter N: P ratios of dominant species significantly increased with increasing stand age suggesting disproportionately greater P deficiency than N deficiency in the later successional phase. It is suggested that tree species shifted to those of greater P-use efficiency during succession in response to decreasing soil P availability. We conclude that the interaction of altitude with the reduction of soil N and P availability was related to the altitudinal split of plant communities in the later phase, while pioneer communities were wide-ranging across altitudes reflecting richer soil nutrients.",1
"Effects of Land Use on Microbial Indices in Tantalite Mine Soils, Western Rwanda Rare metal mining in western Rwanda created massive degraded mine wastelands. Some of them were restored by afforestation with pine and eucalyptus forests while others have been cultivated alongside arable lands, owing to limited land availability. We assessed the effects of these land uses on microbial biomass and activity (basal C and net N mineralization) in a laboratory experiment with fresh soils (0-20cm) of an unmined native forest, two tantalite mine soils (Technosols) afforested with pine and eucalyptus forests, an arable soil, and two cultivated Technosols. Afforestation increased soil organic C (SOC) and total N in pine and eucalyptus Technosols, reaching 34-40% and 28-30%, respectively, of that in the native forest. The tree species differed significantly in microbial activity and biomass, exhibiting a trajectory towards recovery depicted in lower metabolic quotient. Basal respiration of pine Technosol and native forest soil were similar, while that of eucalyptus Technosol was 11 and 14% less compared to its forest counterparts. Conversely, net N mineralization in pine and eucalyptus Technosols were 40 and 65% of that in native forest soil, respectively. Soil microbial biomass C in pine and eucalyptus Technosols were 33 and 48% of that in native forest soil. Furthermore, a decreased SOC availability to soil microorganisms at low soil pH promoted fungal ergosterol as an indicator for saprotrophic fungi. The arable soil and cultivated Technosols did not differ significantly in SOC, N, microbial biomass, and activity. The soil biological quality was constrained by soil acidity, dithionite-extractable Al, and low P availability. Copyright (c) 2016 John Wiley & Sons, Ltd.",1
"Improved allometric equations for estimating biomass of the three Castanopsis carlesii H. forest types in subtropical China Estimation of forest biomass is of great significance for determining the most effective way to analyze carbon storage and dynamics. To enhance the accuracy of such estimations, the development of locally not pantropically-derived reliable allometric models is advised whenever possible, especially for dominant and widely distributed tree species, such as in the Castanopsis carlesii H. (C. carlesii) forests in subtropical China. Here, C. carlesii allometric equations were developed and applied to examine for three subtropical forests: a natural primary forest, an artificial-assisted naturally regenerated secondary forest and a C. carlesii plantation. To develop these allometric equations, destructive measurements of architecture and biomass of above- and below-ground components were undertaken for 33 sample trees from 10 dominant species, with stem diameters (at 1.30 m, or above buttresses) ranging from 4 to 67 cm. The mixed-species regressions with only the diameter at breast height as a predictor gave the best-fitting allometric relationship for biomass estimation of foliage, branch and coarse roots; the inclusion of tree height gave the best-fitting allometric relationship for estimation of stem and total biomass. Adding wood density did not improve model performance. Dominant-species regression for C. carlesii was able to predict biomass well using only diameter at breast height as a metric, but adding height and wood density slightly improved the goodness-of-fit, indicating that wood density and tree height may be crucial factors in above- and below-ground biomass models of these subtropical forests. The mixed-species regressions were able to predict well the total biomass of both primary and secondary forests, while the dominant-species models gave a better fit for estimating biomass of the C. carlesii plantation. The biomass estimates of the secondary forest was significantly higher than those of the C. carlesii plantation, indicating that intense forest regeneration practices might cause the reduction of above- and below-ground forest biomass. Therefore, distinct models for the biomass estimation of mixed forests and pure plantation are likely to be needed to improve the accuracy of both biomass assessment protocols and estimations of C sequestration for subtropical forests.",1
"Back to forests in pre-Saharan Morocco? When prickly pear cultivation and traditional agropastoralism reduction promote argan tree regeneration In the southwestern pre-Saharan arid zone of Morocco, the endemic argan forest (Argania spinosa) had been almost completely destroyed in the 1960s due to intensive coal mining and mixed cereal-livestock farming. These activities turned out to be unviable and a massive rural exodus occurred in the 1970s. Local populations started to develop maintenance-free prickly pear (Opuntia ficusindica) cultivation at large scale in order to keep their land ownership rights, while reducing their traditional agropastoral activity. We conducted a survey in order to characterize the relationships between the age of prickly pear orchards and argan tree regeneration. We also explored facilitating factors, such as soil organic matter and mycorrhiza. Results showed a high positive correlation (r(2) = 0.75, p < 0.001) between the age of prickly pear orchards and argan tree resprouts, but with differences depending on a continentality gradient. The soil organic matter content also showed highly significant differences (p < 0.001) depending on the age of the prickly pear plantation, while spora density did not show such differences. The recent high economic value attributed to prickly pear fruits, and to both argan and prickly pear seed oil, has given farmers the opportunity to develop a lucrative agricultural activity, while promoting the recovery of native vegetation. This situation constitutes a remarkable example of speculative agricultural development in a very harsh environment, in phase with ecological priorities for combating desertification. It could represent an alternative to the externally-generated projects sustained by high levels of public funding, with ecological, economic and social impacts which are sometimes questionable.",1
"Succession of vegetation after a high-intensity fire in a pine forest with lichens This paper presents the results of 20-year studies into the impact made by an experimental high-intensity fire on ecosystem components and postfire succession in a middle-taiga pine forest. About 44% of forest fuel loads burned down during the fire, and the emission of carbon was more than 18 t C/ha. As a result of the fire impact, trees died within 3 years after the fire, and this resulted in a significant accumulation of fuel loads. Twenty years after the fire, the biomass of forest fuel loads surpassed the prefire values 4 times, which led to the possibility of the origin of a repeated high-intensity fire. The initial stage of postfire succession in the pine forest is determined by forest vegetation conditions and takes place with the replacement of dominant grass and shrubs. The agrochemical and hydrothermal soil indicators were revealed to be changed after the fire, and this promoted improved conditions for the origin and development of natural regeneration sufficient for the formation of forest stand.",1
"Clearcutting and Site Preparation, but Not Planting, Promoted Early Tree Regeneration in Boreal Alaska The stand initiation stage decisively influences future forest structure and composition, particularly in the boreal forest which is a stand replacement disturbance driven system. In boreal Alaska, the conventional forest management paradigm has focused on the production of large-dimension timber, particularly white spruce (Picea glauca). However, energy generation and heating from wood is increasing, and is likely to significantly expand total forest harvest, further shifting management focus to fuelwood production. We evaluated the effects of forest harvest management practices on post-harvest regeneration by examining whether harvest type, site preparation method, and reforestation technique resulted in differences in forest regeneration in terms of species presence, dominance, basal area, and total stem biomass using a stochastic gradient boosting (TreeNet algorithm). We recorded diameter at breast height and height of white spruce, birch (Betula neoalaskana), and aspen (Populus tremuloides) in 726 plots from 30 harvest units, distributed across the various harvest and treatment types, harvest years, harvest sizes, and geographical locations. Our results indicate that management practices suitable/acceptable for woody biomass production differ from the more traditional dimensional timber production from white spruce-focused management. Artificial reforestation does not differ from natural regeneration in obtaining more stems or producing greater biomass. Clearcutting and site preparation increased tree regeneration, basal area, and woody biomass when compared to a partial harvest with no site preparation. Planting of white spruce in the Alaskan boreal forest may only be necessary in some specific circumstances, such as years with no/low white spruce seed crop, or in landscapes depleted of seed trees.",1
"Sampling Method and Tree-Age Affect Soil Organic C and N Contents in Larch Plantations We currently have a poor understanding of how different soil sampling methods (pedogenetic horizon versus fixed-depth) influence the evaluation of soil properties. Here, 159 soil profiles were sampled from larch (Larix gmelinii) plantations in northeast China using both the pedogenetic horizon and fixed-depth sampling methods. Analysis of variance was used to determine how sampling method influences the assessment of the spatial variation in the concentration and storage of soil organic C (SOC) and N (SON), as well as how these properties are affected by tree age-group (<20, 20-40, and >40 years). In both the 20 cm (surface) and 80 cm (whole profile) sampling depths, pedogenetic sampling resulted in 1.2- to 1.4-fold higher SOC and SON concentrations than fixed-depth sampling. Surface soil nutrient storage between the two sampling methods was not significantly different, but was it was 1.2-fold higher (p < 0.05) with pedogenetic sampling than with fixed-depth sampling in the whole soil profile. For a given error limit in SOC and SON assessments, fixed-depth sampling had a 60%similar to 90% minimum sampling intensity requirement compared with pedogenetic horizon sampling. Additionally, SOC was 1.1- to 1.3-fold greater in the >40 years age-group than in the <20 years age-group (p < 0.05), while SON was the highest in the 20-40 years age-group (p < 0.05). The total amount of SOC and nutrients in soil is fixed regardless how you sample, it is the different assumptions and different ways of extrapolation from samples to the population that cause sampling by horizon versus fixed depth to lead to different conclusions. Our findings highlight that soil sampling method and tree age-group affect the determination of the spatial variation of SOC and SON and future soil assessments should control for methodological differences.",1
"THE VERTICAL CHARACTERISTICS OF SOIL CARBON AND NITROGEN AT DIFFERENT RUBBER PLANTATION AGES IN XISHUANGBANNA, SOUTHWEST CHINA The tropical rainforest of Xishuangbanna (XSBN) in the southern Yunnan province is the most intact tropical rainforest of the high-latitude and high-altitude areas in China, and the only oasis at the latitude of 21 degrees north. However, large-scale rubber planting has seriously damaged the ecological environment in recent decades. The relationship between the carbon (C) and nitrogen (N) contents of soil and the stand age has been discussed based on the organic carbon (SOC) and nitrogen (STN) content of soil, the C/N variation in rainforests, and rubber plantation at different stand ages (10a, 22a, 30a). Furthermore, we analysed the factors influencing the variation of soil carbon and nitrogen. The results showed that the contents of SOC, STN, and C/N decreased with the depth of the soil profile in the study area at the same stand age. The order of the SOC content of different rubber stand ages at the same depth was generally as follows: 22a >30a >10a. The STN pattern from 30 cm depth to the top was 22a >10a >30a and the variation regularity was not significant below 30 cm. However, the value of C/N increased gradually with the age of the rubber trees. This indicates that the SOC and STN contents are significantly affected by the soil depth and stand age. Compared with the rainforest in the same region, the lower SOC and STN concentrations and the higher C/N of the rubber plantation demonstrated the effect of the rubber plantation on the carbon storage and nutrient utilization, which is much lower than that of virgin forest. Human activities (such as tapping) further intensified the loss of nitrogen in the soil.",1
"CARBON SEQUESTRATION AND ECONOMIC POTENTIALS OF DEVELOPING SHRUB WILLOW BIOMASS IN KASTAMONU REGION, TURKEY Shrub willow biomass (SWB) is not among the fast-growing species being developed into a largescale plantation in Turkey. Thus, the economic and carbon sequestration potentials of this species are not well explored. This study assesses the economic and carbon sequestration potentials of developing shrub willow biomass (SWB) in the Kastamonu Forest Directorate (KFD) region, Turkey. We used GIS to determine the size of potential planting area. We evaluated the economic returns of three biomass yield scenarios: 22.5- Mg ha(-1) yr(-1) as a best-case (BC) scenario, 15.0- Mg ha(-1) yr(-1) as an average-case (AC) scenario, and 10.0 -Mg ha(-1) yr(-1) as a worst-case (WC) scenario. We also determine the carbon sequestration potential of SWB production based on biomass productions in the aboveground stool, belowground stool, and coarse roots. GIS analysis revealed that about 1,388.85-km(2) of lands could be utilized for planting SWB. At $50 -Mg-1 (wet wt.) purchase price, farmers could potentially earn income ranging from $2,033- to $3,099 -ha(-1) every 3 years, depending on biomass yields. The estimated internal rate of return (IRR) ranged from 8.1% for the WC scenario to 25.4% for the BC scenario. A grower's investments is likely to be paid back at about age 7 for the BC scenario, and at age 10 for the AC scenario. The net amount of C sequestration is about 34.5 -Mg CO(2)e ha(-1) at the end of 22 years. Our results suggest that SWB productions in the KFD region are doable due to availability of large potential planting areas, viable economic returns, and C sequestration potentials.",1
"Dynamics of soil organic carbon and nitrogen following agricultural abandonment in a karst region Agricultural abandonment is regarded as a major driver of soil organic carbon (C) dynamics, but the mechanisms underlying the direction and magnitude of soil C dynamics following agricultural abandonment are poorly understood. Here dynamics of soil C and N contents during postagricultural succession were investigated in areas underlain by dolomite or limestone by using a space-for-time substitution approach in a karst region, southwest China. One hundred twenty-five sites from cropland, grassland, shrubland, and secondary forest were selected to represent different succession stages. Overall, soil C and N contents were greater (P<0.05) over limestone than over dolomite mainly due to significantly greater contents of soil C and N in the cropland and grassland underlain by limestone. Both soil C and N contents were lowest in the cropland while highest in the forest. Further analysis indicated that the patterns of soil C and N dynamics differed between the two lithology types. Soil C and N contents increased significantly from cropland to forest over dolomite, while varied insignificantly among succession stages over limestone. Exchangeable calcium explained most of soil C and N variance. We proposed that higher dissolution rate of limestone could replenish the lost calcium so that the calcium levels, and in turn soil C and N contents, were stable from the cropland to the forest. Nevertheless, due to relatively low dissolution rate for dolomite, the calcium level was depleted in the cropland. Following agricultural abandonment, calcium level recovered due to decreased loss, which in turn resulted in recovery of soil C and N.",1
